Date,Ensemble,Equity,Bonds,60/40
2017-11-07,-0.5136215014131309,-1.7971046765639924,-0.745119666073502,-1.3763106723677963
2017-11-08,-0.5136215014131309,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-09,-0.5136215014131309,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-10,-0.5136215014131309,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-13,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-14,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-15,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-16,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-17,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-20,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-21,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-22,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-24,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-27,-0.4935066077745799,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-11-28,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2017-11-29,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2017-11-30,-0.46533944893197654,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2017-12-01,-0.44855019579931826,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2017-12-04,-0.44855019579931826,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2017-12-05,-0.44855019579931826,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2017-12-06,-0.44855019579931826,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2017-12-07,-0.44855019579931826,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-12-08,-0.44855019579931826,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-12-11,-0.44855019579931826,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2017-12-12,-0.4410968147308063,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-13,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-14,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-15,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-18,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-19,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-20,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-21,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-22,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-26,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-27,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-28,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2017-12-29,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2018-01-02,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2018-01-03,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2018-01-04,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2018-01-05,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2018-01-08,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2018-01-09,-0.44855019579931826,-1.8190819199864687,-0.7541691192474628,-1.3931167996908662
2018-01-10,-0.4410968147308063,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2018-01-11,-0.4410968147308063,-1.7859745673283214,-0.7405366799176374,-1.3677994123640478
2018-01-12,-0.4410968147308063,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-01-16,-0.44855019579931826,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-01-17,-0.44855019579931826,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-01-18,-0.44855019579931826,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-01-19,-0.44855019579931826,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-01-22,-0.44855019579931826,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-01-23,-0.44855019579931826,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-01-24,-0.44855019579931826,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-01-25,-0.44855019579931826,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-01-26,-0.44855019579931826,-1.7436500054424917,-0.7231089191411194,-1.3354335709219427
2018-01-29,-0.46533944893197654,-1.7436500054424917,-0.7231089191411194,-1.3354335709219427
2018-01-30,-0.46533944893197654,-1.7436500054424917,-0.7231089191411194,-1.3354335709219427
2018-01-31,-0.46533944893197654,-1.7436500054424917,-0.7231089191411194,-1.3354335709219427
2018-02-01,-0.46533944893197654,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-02,-0.46533944893197654,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-05,-0.46533944893197654,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-06,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-07,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-08,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-09,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-12,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-13,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-14,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-15,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-16,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-02-20,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-02-21,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-02-22,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-02-23,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-02-26,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-02-27,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-02-28,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-01,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-02,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-05,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-06,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-07,-0.4935066077745799,-1.7513746307047606,-0.7262896471902889,-1.341340637298972
2018-03-08,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-09,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-12,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-13,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-14,-0.4935066077745799,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-15,-0.47170000668645373,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-16,-0.47170000668645373,-1.7671313908585382,-0.7327777249006678,-1.3533899244753902
2018-03-19,-0.47170000668645373,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-03-20,-0.47170000668645373,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-03-21,-0.47170000668645373,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-03-22,-0.47170000668645373,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-03-23,-0.47170000668645373,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-03-26,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-03-27,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-03-28,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-03-29,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-02,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-03,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-04,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-05,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-06,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-09,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-10,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-11,-0.4935066077745799,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-12,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-13,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-16,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-17,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-18,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-19,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-20,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-23,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-24,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-25,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-26,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-27,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-04-30,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-01,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-02,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-03,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-04,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-07,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-08,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-09,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-10,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-11,-0.5226978196835163,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-14,-0.5009062291723464,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-15,-0.5009062291723464,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-16,-0.5009062291723464,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-17,-0.5009062291723464,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-18,-0.5009062291723464,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-21,-0.5009062291723464,-1.7855896049282967,-0.7403781659882155,-1.3675050293522641
2018-05-22,-0.5009062291723464,-1.76248703924206,-0.7308653448232946,-1.349838361474554
2018-05-23,-0.5009062291723464,-1.76248703924206,-0.7308653448232946,-1.349838361474554
2018-05-24,-0.5009062291723464,-1.76248703924206,-0.7308653448232946,-1.349838361474554
2018-05-25,-0.5009062291723464,-1.76248703924206,-0.7308653448232946,-1.349838361474554
2018-05-29,-0.5009062291723464,-1.76248703924206,-0.7308653448232946,-1.349838361474554
2018-05-30,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-05-31,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-01,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-04,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-05,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-06,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-07,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-08,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-11,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-12,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-13,-0.5215465795643466,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-14,-0.5009062291723464,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-15,-0.5009062291723464,-1.7621577154051098,-0.7307297408904327,-1.349586525599239
2018-06-18,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-19,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-20,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-21,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-22,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-25,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-26,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-27,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-28,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-06-29,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-02,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-03,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-05,-0.483226537075785,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-06,-0.483226537075785,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-09,-0.483226537075785,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-10,-0.483226537075785,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-11,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-12,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-13,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-16,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-17,-0.5009062291723464,-1.7433805586668052,-0.7229979704687779,-1.3352275233875943
2018-07-18,-0.5009062291723464,-1.6905911204274153,-0.7012611429584408,-1.2948591294398255
2018-07-19,-0.5009062291723464,-1.6905911204274153,-0.7012611429584408,-1.2948591294398255
2018-07-20,-0.5009062291723464,-1.6417988808406725,-0.6811702207756645,-1.2575474168146692
2018-07-23,-0.5009062291723464,-1.6417988808406725,-0.6811702207756645,-1.2575474168146692
2018-07-24,-0.5009062291723464,-1.6417988808406725,-0.6811702207756645,-1.2575474168146692
2018-07-25,-0.5009062291723464,-1.6417988808406725,-0.6811702207756645,-1.2575474168146692
2018-07-26,-0.5009062291723464,-1.6417988808406725,-0.6811702207756645,-1.2575474168146692
2018-07-27,-0.5009062291723464,-1.6417988808406725,-0.6811702207756645,-1.2575474168146692
2018-07-30,-0.5009062291723464,-1.6417988808406725,-0.6811702207756645,-1.2575474168146692
2018-07-31,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-01,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-02,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-03,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-06,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-07,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-08,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-09,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-10,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-13,-0.5009062291723464,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-14,-0.483226537075785,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-15,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-16,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-17,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-20,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-21,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-22,-0.4545913597501524,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-23,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-24,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-27,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-28,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-29,-0.47048999745676384,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-30,-0.47868741642501733,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-08-31,-0.47868741642501733,-1.6037440261275098,-0.6655005747173034,-1.2284466455634275
2018-09-04,-0.47868741642501733,-1.61116604289562,-0.6685566992688782,-1.2341223054449233
2018-09-05,-0.47868741642501733,-1.61116604289562,-0.6685566992688782,-1.2341223054449233
2018-09-06,-0.47868741642501733,-1.61116604289562,-0.6685566992688782,-1.2341223054449233
2018-09-07,-0.47868741642501733,-1.61116604289562,-0.6685566992688782,-1.2341223054449233
2018-09-10,-0.47868741642501733,-1.61116604289562,-0.6685566992688782,-1.2341223054449233
2018-09-11,-0.47868741642501733,-1.61116604289562,-0.6685566992688782,-1.2341223054449233
2018-09-12,-0.47868741642501733,-1.61116604289562,-0.6685566992688782,-1.2341223054449233
2018-09-13,-0.47868741642501733,-1.61116604289562,-0.6685566992688782,-1.2341223054449233
2018-09-14,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-17,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-18,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-19,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-20,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-21,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-24,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-25,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-26,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-27,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-09-28,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-01,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-02,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-03,-0.47868741642501733,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-04,-0.4865572445144563,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-05,-0.4865572445144563,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-08,-0.4865572445144563,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-09,-0.4865572445144563,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-10,-0.4865572445144563,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-11,-0.4865572445144563,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-12,-0.49214020137345893,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-15,-0.49214020137345893,-1.5840413241375293,-0.6573876974273113,-1.213379873453442
2018-10-16,-0.5108325455879286,-1.5676127195893452,-0.6506229779074708,-1.2008168229165954
2018-10-17,-0.5108325455879286,-1.5676127195893452,-0.6506229779074708,-1.2008168229165954
2018-10-18,-0.5108325455879286,-1.5676127195893452,-0.6506229779074708,-1.2008168229165954
2018-10-19,-0.5108325455879286,-1.5676127195893452,-0.6506229779074708,-1.2008168229165954
2018-10-22,-0.5108325455879286,-1.5676127195893452,-0.6506229779074708,-1.2008168229165954
2018-10-23,-0.5108325455879286,-1.5137286488693793,-0.6284354193757201,-1.1596113570719158
2018-10-24,-0.5108325455879286,-1.5137286488693793,-0.6284354193757201,-1.1596113570719158
2018-10-25,-0.5371478161611661,-1.5137286488693793,-0.6284354193757201,-1.1596113570719158
2018-10-26,-0.5371478161611661,-1.5137286488693793,-0.6284354193757201,-1.1596113570719158
2018-10-29,-0.5371478161611661,-1.5137286488693793,-0.6284354193757201,-1.1596113570719158
2018-10-30,-0.5371478161611661,-1.5137286488693793,-0.6284354193757201,-1.1596113570719158
2018-10-31,-0.5371478161611661,-1.5137286488693793,-0.6284354193757201,-1.1596113570719158
2018-11-01,-0.5371478161611661,-1.5137286488693793,-0.6284354193757201,-1.1596113570719158
2018-11-02,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-11-05,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-11-06,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-11-07,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-08,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-09,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-12,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-13,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-14,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-15,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-16,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-19,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-20,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-21,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-23,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-26,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-27,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-28,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-29,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-11-30,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-12-03,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-12-04,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-12-06,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-12-07,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-12-10,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-12-11,-0.5371478161611661,-1.4589521017459166,-0.6058803705601767,-1.1177234092716206
2018-12-12,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-12-13,-0.5371478161611661,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-12-14,-0.5108325455879286,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-12-17,-0.5108325455879286,-1.4760149309400878,-0.6129062414048354,-1.1307714551259869
2018-12-18,-0.5108325455879286,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2018-12-19,-0.5108325455879286,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2018-12-20,-0.5108325455879286,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2018-12-21,-0.5108325455879286,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2018-12-24,-0.5108325455879286,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2018-12-26,-0.5371478161611661,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2018-12-27,-0.5371478161611661,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2018-12-28,-0.5371478161611661,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2018-12-31,-0.5371478161611661,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-02,-0.5371478161611661,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-03,-0.5371478161611661,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-04,-0.5478436817143839,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-07,-0.5478436817143839,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-08,-0.5478436817143839,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-09,-0.5478436817143839,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-10,-0.5478436817143839,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-11,-0.5478436817143839,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-14,-0.5478436817143839,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-15,-0.5478436817143839,-1.459409719245057,-0.6060688012951168,-1.118073352065081
2019-01-16,-0.5371478161611661,-1.459409719245057,-0.6060688012951168,-1.118073352065081
